"","gsl","states","entities","sumlevel","program_label","program","sub_program","name","code","total_units","pct_occupied","number_reported","pct_reported","months_since_report","pct_movein","people_per_unit","people_total","rent_per_month","spending_per_month","hh_income","person_income","pct_lt5k","pct_5k_lt10k","pct_10k_lt15k","pct_15k_lt20k","pct_ge20k","pct_wage_major","pct_welfare_major","pct_other_major","pct_median","pct_lt50_median","pct_lt30_median","pct_2adults","pct_1adult","pct_female_head","pct_female_head_child","pct_disabled_lt62","pct_disabled_ge62","pct_disabled_all","pct_lt24_head","pct_age25_50","pct_age51_61","pct_age62plus","pct_age85plus","pct_minority","pct_black_nonhsp","pct_native_american_nonhsp","pct_asian_pacific_nonhsp","pct_white_nothsp","pct_black_hsp","pct_wht_hsp","pct_oth_hsp","pct_hispanic","pct_multi","months_waiting","months_from_movein","pct_utility_allow","ave_util_allow","pct_bed1","pct_bed2","pct_bed3","pct_overhoused","tpoverty","tminority","tpct_ownsfd","fedhse","cbsa","place","latitude","longitude","state","pha_total_units","ha_size","Quarter"
"837","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007600800",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 600800","34007600800",712,98,697,100,7,5,1.5,1067,242,1080,9955,6503,24,30,31,6,9,10,2,86,14,99,94,1,17,64,18,21,61,24,3,40,23,34,1,95,29,-1,0,2,2,4,60,66,0,-1,127,56,71,76,16,8,4,44,98,7,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"838","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007600900",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 600900","34007600900",544,89,479,99,7,3,2.3,1113,281,837,12241,5268,19,27,25,11,19,26,4,66,16,98,90,-1,56,88,52,23,88,17,3,62,19,16,-1,96,46,-1,0,2,6,31,13,50,1,-1,138,100,89,17,54,29,22,52,97,23,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"839","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007600900",7,"Public Housing",2,"NA","NJ New Jersey Camden County 600900","34007600900",303,83,252,100,7,-1,2.2,556,252,794,10704,4852,20,30,27,9,13,18,6,69,14,98,94,-1,51,88,49,24,98,21,2,60,19,19,-1,99,61,-1,0,1,4,34,-1,37,1,-1,144,100,88,19,63,17,24,52,97,23,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"840","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007600900",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 600900","34007600900",31,92,28,100,6,-1,2.6,74,429,843,17453,6604,-1,36,16,12,36,36,4,50,22,89,75,-1,46,93,39,17,100,18,4,54,25,18,-1,100,25,-1,-1,-1,50,21,4,75,0,-1,139,100,166,14,43,43,18,52,97,23,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"841","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007600900",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 600900","34007600900",210,97,199,98,9,6,2.4,483,296,891,13455,5543,20,22,22,13,23,34,1,65,17,99,88,-1,63,87,58,24,64,12,6,66,18,11,-1,93,30,-1,-1,3,3,30,31,63,1,-1,130,100,81,14,44,42,20,52,97,23,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"842","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601000",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601000","34007601000",75,93,70,100,7,-1,2.6,181,418,869,16817,6504,5,22,28,14,32,34,3,56,20,97,79,3,50,94,53,37,92,26,-1,59,23,19,-1,97,36,-1,-1,3,46,16,-1,61,3,-1,134,99,136,27,30,43,11,23,95,39,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"843","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601000",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601000","34007601000",75,93,70,100,7,-1,2.6,181,418,869,16817,6504,5,22,28,14,32,34,3,56,20,97,79,3,50,94,53,37,92,26,-1,59,23,19,-1,97,36,-1,-1,3,46,16,-1,61,3,-1,134,99,136,27,30,43,11,23,95,39,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"844","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601101",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601101","34007601101",96,93,92,100,6,4,2.6,236,397,987,16899,6588,10,17,30,13,29,29,2,68,20,99,77,4,47,83,49,29,73,22,3,60,13,24,4,96,41,-1,-1,3,10,14,30,54,1,-1,149,82,155,13,43,43,24,40,98,22,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"845","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601101",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601101","34007601101",21,93,20,100,5,-1,3.2,64,533,897,22120,6913,-1,25,15,20,40,50,-1,50,25,100,70,-1,60,95,60,31,-1,17,-1,55,25,20,-1,90,25,-1,-1,10,25,40,-1,65,0,-1,138,100,167,5,10,85,25,40,98,22,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"846","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601101",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 601101","34007601101",75,93,72,100,7,6,2.4,172,359,1013,15449,6467,13,15,35,11,26,24,3,74,19,99,79,6,43,79,46,28,89,23,4,61,10,25,6,97,46,-1,-1,1,6,7,39,51,1,-1,153,76,151,15,53,32,24,40,98,22,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"847","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601102",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601102","34007601102",448,91,392,96,9,3,2,790,388,825,16158,8017,5,27,32,11,25,25,1,72,21,96,84,1,34,75,34,35,80,31,1,38,16,45,3,99,38,-1,1,1,26,33,1,60,9,49,115,81,138,46,23,30,19,20,97,32,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"848","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601102",7,"Public Housing",2,"NA","NJ New Jersey Camden County 601102","34007601102",356,91,303,94,10,3,1.9,590,383,794,16182,8311,5,26,35,10,24,24,1,75,21,97,85,1,29,72,29,34,80,32,1,33,15,51,4,99,38,-1,1,1,29,30,0,60,12,43,121,75,151,51,17,32,19,20,97,32,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"849","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601102",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601102","34007601102",92,94,89,100,5,2,2.2,200,404,944,16074,7153,6,32,20,13,29,28,-1,64,20,96,81,1,48,85,48,35,80,27,1,56,20,22,1,98,38,-1,-1,2,15,43,2,60,1,93,94,100,105,30,44,26,16,20,97,32,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"850","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601200",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601200","34007601200",105,92,97,100,6,3,2.1,207,334,854,13526,6338,12,26,31,9,21,20,3,69,17,98,87,1,35,89,35,31,83,30,-1,41,23,36,1,98,43,-1,-1,2,37,16,1,55,1,66,132,99,129,29,34,37,25,29,93,21,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"851","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601200",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601200","34007601200",105,92,97,100,6,3,2.1,207,334,854,13526,6338,12,26,31,9,21,20,3,69,17,98,87,1,35,89,35,31,83,30,-1,41,23,36,1,98,43,-1,-1,2,37,16,1,55,1,66,132,99,129,29,34,37,25,29,93,21,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"852","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601300",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601300","34007601300",474,88,410,99,10,8,2.4,990,349,802,14581,6039,11,28,24,11,26,26,3,62,18,96,85,0,49,88,49,20,84,21,1,56,13,30,1,99,51,-1,1,1,26,20,0,46,6,43,63,84,137,23,41,36,15,36,98,8,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"853","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601300",7,"Public Housing",2,"NA","NJ New Jersey Camden County 601300","34007601300",88,73,64,100,7,-1,1.2,74,293,794,11908,10299,5,27,55,5,9,3,-1,97,17,100,95,-1,-1,47,-1,100,90,82,-1,-1,2,98,5,97,19,-1,5,3,34,39,-1,73,2,-1,137,-1,-1,91,9,-1,5,36,98,8,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"854","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601300",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601300","34007601300",386,91,346,99,10,10,2.6,916,359,804,15075,5694,12,28,17,13,30,31,4,56,18,95,83,1,58,95,58,20,76,16,2,66,15,17,0,99,58,-1,-1,1,24,17,0,41,6,43,50,100,137,11,47,43,17,36,98,8,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"855","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601400",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601400","34007601400",171,93,161,100,6,1,3,483,385,895,15683,5228,12,24,22,12,30,25,1,66,18,96,85,1,58,89,58,30,93,18,1,60,20,18,1,97,71,1,-1,3,14,9,2,25,1,32,110,99,167,14,23,63,24,30,99,14,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"856","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601400",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601400","34007601400",171,93,161,100,6,1,3,483,385,895,15683,5228,12,24,22,12,30,25,1,66,18,96,85,1,58,89,58,30,93,18,1,60,20,18,1,97,71,1,-1,3,14,9,2,25,1,32,110,99,167,14,23,63,24,30,99,14,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"857","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601500",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601500","34007601500",398,93,369,100,6,9,2.1,773,333,881,13622,6502,14,26,27,9,24,24,4,66,18,98,84,2,39,86,40,24,88,24,7,50,15,28,1,94,55,0,0,4,9,9,21,39,1,74,112,99,100,39,39,22,14,38,98,6,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"858","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601500",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601500","34007601500",242,92,224,100,7,6,1.9,434,351,872,14036,7245,7,30,30,10,23,18,3,72,19,99,83,1,30,85,30,35,94,35,0,43,19,37,2,94,70,0,-1,6,13,10,1,24,1,74,121,99,104,41,36,23,19,38,98,6,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"859","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601500",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 601500","34007601500",156,93,145,100,4,12,2.3,339,305,895,12981,5552,24,21,23,8,24,32,6,57,16,96,85,2,52,86,54,11,67,9,17,59,10,14,-1,94,32,-1,1,1,3,8,51,61,0,-1,99,100,94,36,44,20,6,38,98,6,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"860","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601600",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601600","34007601600",238,91,214,99,7,7,2.3,501,277,805,11151,4763,15,26,19,16,24,26,3,48,14,99,87,0,67,96,67,14,94,12,14,67,11,8,-1,100,77,-1,-1,0,17,6,-1,23,0,32,82,99,116,5,85,10,21,42,99,6,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"861","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601600",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601600","34007601600",238,91,214,99,7,7,2.3,501,277,805,11151,4763,15,26,19,16,24,26,3,48,14,99,87,0,67,96,67,14,94,12,14,67,11,8,-1,100,77,-1,-1,0,17,6,-1,23,0,32,82,99,116,5,85,10,21,42,99,6,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"862","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601700",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601700","34007601700",900,93,821,98,8,12,2.3,1888,372,803,15816,6878,10,24,24,13,29,29,2,63,20,95,81,1,50,89,49,22,68,17,4,57,20,19,1,97,67,0,0,2,17,7,6,29,1,32,90,100,126,26,43,31,17,42,98,1,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"863","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601700",7,"Public Housing",2,"NA","NJ New Jersey Camden County 601700","34007601700",421,96,392,97,9,3,2.5,999,447,794,19203,7535,9,19,21,11,40,36,2,58,24,92,72,2,55,95,55,18,69,13,1,66,18,16,1,98,69,0,0,2,19,10,-1,29,2,45,120,100,138,9,50,41,25,42,98,1,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"864","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601700",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601700","34007601700",333,91,298,98,8,25,2,591,307,801,12888,6499,7,36,25,15,18,19,3,68,17,97,89,-1,39,82,38,36,82,30,3,46,27,24,1,98,74,-1,-1,2,18,4,0,23,1,30,38,99,114,49,30,21,7,42,98,1,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"865","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601700",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 601700","34007601700",146,91,131,99,7,11,2.3,298,293,838,12343,5426,21,14,30,14,22,27,2,66,16,99,88,2,58,86,56,7,22,6,13,54,15,18,2,90,44,-1,-1,2,5,5,36,46,0,-1,120,100,115,21,54,24,18,42,98,1,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"866","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601800",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601800","34007601800",62,93,57,99,6,11,2.3,131,424,836,17097,7439,6,27,16,6,45,32,-1,58,22,96,67,-1,53,88,47,30,86,23,5,65,18,12,2,100,67,-1,2,-1,25,7,-1,32,2,46,74,100,131,21,39,40,23,32,94,11,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"867","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601800",7,"Public Housing",2,"NA","NJ New Jersey Camden County 601800","34007601800",14,95,13,98,7,8,2.2,28,567,794,23659,10984,-1,33,-1,-1,67,54,-1,38,30,92,38,-1,62,92,54,9,100,18,8,69,8,15,-1,100,85,-1,-1,-1,15,-1,-1,15,0,5,137,100,120,-1,54,46,38,32,94,11,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"868","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601800",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601800","34007601800",48,92,44,100,6,11,2.3,103,382,849,15159,6476,8,26,21,8,38,25,-1,64,19,98,75,-1,50,86,45,36,80,24,5,64,20,11,2,100,61,-1,2,-1,27,9,-1,36,2,60,55,100,134,27,34,39,18,32,94,11,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"869","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601900",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 601900","34007601900",510,83,452,100,7,8,2.4,1070,262,993,10881,4596,21,30,26,8,16,18,6,65,14,99,92,1,57,86,57,17,71,12,11,62,16,11,0,98,62,-1,-1,1,6,16,14,36,2,21,91,100,91,33,51,17,10,44,99,12,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"870","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601900",7,"Public Housing",2,"NA","NJ New Jersey Camden County 601900","34007601900",27,93,25,100,11,-1,2.6,66,334,794,14049,5322,17,29,21,4,29,24,-1,68,17,100,84,4,64,84,68,11,50,11,-1,68,8,24,-1,100,92,-1,-1,-1,-1,8,-1,8,0,-1,106,100,148,32,40,28,4,44,99,12,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"871","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601900",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 601900","34007601900",88,92,82,100,7,5,3,250,385,893,15362,5039,11,31,17,8,33,30,1,56,18,98,83,2,63,94,65,29,100,16,1,62,29,7,-1,98,72,-1,-1,2,15,11,-1,26,2,48,118,100,168,2,15,83,30,44,99,12,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"872","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601900",7,"Mod Rehab",4,"NA","NJ New Jersey Camden County 601900","34007601900",32,85,61,100,7,16,2.5,153,283,1756,12034,4798,19,20,34,10,17,21,8,67,15,100,93,-1,75,97,74,5,75,5,18,69,7,7,-1,98,67,-1,-1,2,3,26,2,31,3,8,76,100,119,-1,100,-1,13,44,99,12,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"873","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007601900",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 601900","34007601900",363,80,284,98,7,7,2.1,601,216,967,9060,4281,25,31,27,8,9,14,7,68,12,99,96,1,50,82,50,16,70,12,13,60,15,12,0,98,55,-1,-1,1,5,16,22,43,2,-1,85,100,58,49,51,-1,4,44,99,12,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"874","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602000",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602000","34007602000",521,92,483,100,7,4,2.6,1263,384,866,15178,5805,7,25,20,16,32,25,3,61,18,98,82,1,57,91,57,30,90,22,1,67,20,12,-1,98,77,0,-1,2,11,8,1,20,1,71,102,100,153,19,35,47,18,32,91,9,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"875","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602000",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602000","34007602000",521,92,483,100,7,4,2.6,1263,384,866,15178,5805,7,25,20,16,32,25,3,61,18,98,82,1,57,91,57,30,90,22,1,67,20,12,-1,98,77,0,-1,2,11,8,1,20,1,71,102,100,153,19,35,47,18,32,91,9,"NA","37980","10000","NA","NA","NJ","NA","NA",2021-12-31
"876","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602503",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602503","34007602503",86,98,83,98,7,4,1.4,116,364,607,15183,10864,1,14,45,22,18,6,-1,94,22,100,87,-1,8,60,8,27,4,6,-1,10,4,87,14,67,18,-1,2,23,-1,29,18,47,0,-1,115,100,57,86,8,6,4,3,89,75,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"877","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602503",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602503","34007602503",13,90,12,100,6,-1,2.9,35,491,928,17536,6012,8,33,25,-1,33,42,-1,58,21,100,75,-1,58,92,58,27,100,14,-1,67,25,8,-1,83,50,-1,-1,17,-1,33,-1,33,0,-1,157,100,172,-1,58,42,25,3,89,75,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"878","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602503",7,"202/PRAC",8,"NA","NJ New Jersey Camden County 602503","34007602503",73,100,71,98,7,4,1.1,81,342,555,14786,12960,-1,11,48,25,15,-1,-1,100,22,100,89,-1,-1,55,-1,-1,3,2,-1,-1,-1,100,17,65,13,-1,3,24,-1,28,21,49,0,-1,107,100,37,100,-1,-1,-1,3,89,75,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"879","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602601",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602601","34007602601",43,93,41,100,9,10,1.4,56,416,933,17754,12999,5,22,24,20,29,15,-1,85,25,95,76,-1,5,73,5,54,79,54,2,5,24,68,2,78,32,2,7,22,5,32,-1,37,2,25,57,100,132,78,20,2,2,7,58,91,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"880","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602601",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602601","34007602601",41,93,39,100,9,10,1.4,54,412,954,17580,12696,5,21,26,21,28,15,-1,85,24,95,77,-1,5,72,5,54,81,54,3,5,26,67,3,77,31,3,8,23,5,31,-1,36,3,25,57,100,137,77,21,3,3,7,58,91,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"881","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602601",7,"202/PRAC",8,"NA","NJ New Jersey Camden County 602601","34007602601",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"882","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602602",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602602","34007602602",97,94,91,99,6,4,1.8,161,350,699,14613,8260,6,28,31,10,25,12,-1,84,20,99,84,1,22,77,23,14,7,10,-1,21,3,76,12,96,31,-1,-1,4,3,31,31,65,0,28,99,100,74,73,7,21,2,24,74,52,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"883","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602602",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602602","34007602602",27,91,25,100,6,-1,3.6,91,505,909,20474,5625,4,17,4,13,61,36,-1,56,22,100,72,4,80,92,84,14,67,13,-1,76,12,12,-1,96,68,-1,-1,4,12,16,-1,28,0,28,138,100,180,-1,24,76,8,24,74,52,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"884","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602602",7,"202/PRAC",8,"NA","NJ New Jersey Camden County 602602","34007602602",70,95,66,99,6,6,1.1,70,292,621,12393,11685,6,31,41,9,13,3,-1,94,19,98,88,-1,-1,71,-1,-1,5,6,-1,-1,-1,100,17,95,17,-1,-1,5,-1,36,42,79,0,-1,84,100,34,100,-1,-1,-1,24,74,52,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"885","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602901",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602901","34007602901",105,98,104,100,7,13,1.2,122,367,857,15911,13564,1,15,45,17,21,4,1,95,23,96,80,-1,4,68,4,-1,2,2,-1,5,1,94,13,56,29,-1,8,42,-1,16,3,19,1,-1,92,100,53,95,-1,5,2,5,34,71,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"886","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602901",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602901","34007602901",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"887","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602901",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 602901","34007602901",99,98,99,100,7,13,1.1,106,343,858,15205,14201,1,15,47,18,18,1,1,98,22,97,82,-1,-1,67,-1,-1,2,2,-1,-1,1,99,14,54,26,-1,8,44,-1,16,3,19,1,-1,92,100,44,100,-1,-1,-1,5,34,71,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"888","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602902",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 602902","34007602902",309,91,251,89,9,0,1.9,473,357,977,14978,7948,6,25,28,13,28,22,2,70,20,97,82,1,39,82,37,21,62,19,5,55,15,26,2,30,12,-1,-1,2,2,4,14,19,0,-1,110,100,48,55,41,3,3,17,47,61,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"889","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602902",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 602902","34007602902",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"890","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007602902",7,"Project Based Section 8",5,"NA","NJ New Jersey Camden County 602902","34007602902",303,91,246,89,10,0,1.9,461,349,979,14621,7802,6,26,29,13,27,22,2,70,20,98,83,1,39,82,38,20,62,18,5,55,14,26,2,29,11,-1,-1,2,1,3,14,18,0,-1,109,100,46,56,42,2,2,17,47,61,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"891","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007603001",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Camden County 603001","34007603001",16,88,14,100,7,14,2.4,33,480,888,18845,7995,7,7,21,29,36,43,7,50,24,93,79,-1,64,86,57,36,33,21,7,71,-1,21,-1,100,71,-1,-1,-1,-1,21,7,29,7,31,111,93,169,7,50,43,29,5,34,83,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
"892","Census Tract","NJ New Jersey","NJ New Jersey 007 Camden County 34007603001",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Camden County 603001","34007603001",15,88,13,100,6,15,2.5,32,498,894,19515,7928,8,8,15,31,38,46,8,46,24,92,77,-1,69,92,62,36,50,22,8,77,-1,15,-1,100,77,-1,-1,-1,-1,23,-1,23,8,31,116,100,169,-1,54,46,31,5,34,83,"NA","37980","99999","NA","NA","NJ","NA","NA",2021-12-31
