"","Quarter","gsl","states","entities","sumlevel","program_label","program","sub_program","name","code","total_units","pct_occupied","number_reported","pct_reported","months_since_report","pct_movein","people_per_unit","people_total","rent_per_month","spending_per_month","hh_income","person_income","pct_lt5k","pct_5k_lt10k","pct_10k_lt15k","pct_15k_lt20k","pct_ge20k","pct_wage_major","pct_welfare_major","pct_other_major","pct_median","pct_lt50_median","pct_lt30_median","pct_2adults","pct_1adult","pct_female_head","pct_female_head_child","pct_disabled_lt62","pct_disabled_ge62","pct_disabled_all","pct_lt24_head","pct_age25_50","pct_age51_61","pct_age62plus","pct_age85plus","pct_minority","pct_black_nonhsp","pct_native_american_nonhsp","pct_asian_pacific_nonhsp","pct_white_nothsp","pct_black_hsp","pct_wht_hsp","pct_oth_hsp","pct_hispanic","pct_multi","months_waiting","months_from_movein","pct_utility_allow","ave_util_allow","pct_bed1","pct_bed2","pct_bed3","pct_overhoused","tpoverty","tminority","tpct_ownsfd","fedhse","cbsa","place","latitude","longitude","state","pha_total_units","ha_size"
"183",2021-12-31,"City","NJ New Jersey","3412550 CHESILHURST BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CHESILHURST BOROUGH","3412550",47,99,45,97,6,13,1.1,48,389,563,16687,15644,2,11,38,24,24,4,-1,96,24,98,76,2,-1,47,2,50,-1,2,-1,2,2,96,13,40,33,-1,2,60,-1,4,-1,4,4,-1,90,100,43,96,2,2,2,19,61,70,"NA","NA","12550","NA","NA","NJ","NA","NA"
"184",2021-12-31,"City","NJ New Jersey","3412550 CHESILHURST BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CHESILHURST BOROUGH","3412550",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","12550","NA","NA","NJ","NA","NA"
"185",2021-12-31,"City","NJ New Jersey","3412550 CHESILHURST BOROUGH",8,"202/PRAC",8,"NA","NJ CHESILHURST BOROUGH","3412550",45,99,43,96,6,14,1,43,355,544,15589,15589,2,12,37,26,23,2,-1,98,23,100,77,-1,-1,44,-1,-1,-1,0,-1,-1,-1,100,14,40,35,-1,2,60,-1,2,-1,2,5,-1,85,100,36,100,-1,-1,-1,19,61,70,"NA","NA","12550","NA","NA","NJ","NA","NA"
"186",2021-12-31,"City","NJ New Jersey","3412580 CHESTER BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CHESTER BOROUGH","3412580",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","12580","NA","NA","NJ","NA","NA"
"187",2021-12-31,"City","NJ New Jersey","3412580 CHESTER BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CHESTER BOROUGH","3412580",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","12580","NA","NA","NJ","NA","NA"
"188",2021-12-31,"City","NJ New Jersey","3413360 CLAYTON BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CLAYTON BOROUGH","3413360",219,82,179,99,7,6,2,350,416,857,16954,8671,4,19,28,17,31,11,1,87,23,97,76,1,34,78,34,53,82,39,1,41,24,34,4,64,52,2,-1,36,-1,9,1,10,0,41,91,90,124,47,28,24,11,10,28,80,"NA","NA","13360","NA","NA","NJ","NA","NA"
"189",2021-12-31,"City","NJ New Jersey","3413360 CLAYTON BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CLAYTON BOROUGH","3413360",219,82,179,99,7,6,2,350,416,857,16954,8671,4,19,28,17,31,11,1,87,23,97,76,1,34,78,34,53,82,39,1,41,24,34,4,64,52,2,-1,36,-1,9,1,10,0,41,91,90,124,47,28,24,11,10,28,80,"NA","NA","13360","NA","NA","NJ","NA","NA"
"190",2021-12-31,"City","NJ New Jersey","3413399 CLEARBROOK PARK CDP",8,"Summary of All HUD Programs",1,"NA","NJ CLEARBROOK PARK CDP","3413399",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13399","NA","NA","NJ","NA","NA"
"191",2021-12-31,"City","NJ New Jersey","3413399 CLEARBROOK PARK CDP",8,"Housing Choice Vouchers",3,"NA","NJ CLEARBROOK PARK CDP","3413399",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13399","NA","NA","NJ","NA","NA"
"192",2021-12-31,"City","NJ New Jersey","3413420 CLEMENTON BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CLEMENTON BOROUGH","3413420",151,88,132,99,6,8,1.4,183,364,800,15777,11380,3,23,35,13,26,10,-1,89,23,95,77,-1,14,62,14,53,30,30,-1,24,13,63,3,53,43,-1,2,47,2,6,-1,8,0,52,103,48,120,77,18,5,8,16,33,54,"NA","NA","13420","NA","NA","NJ","NA","NA"
"193",2021-12-31,"City","NJ New Jersey","3413420 CLEMENTON BOROUGH",8,"Public Housing",2,"NA","NJ CLEMENTON BOROUGH","3413420",70,97,67,99,6,13,1.1,71,366,713,16701,15760,-1,24,31,15,30,3,-1,97,25,94,70,-1,-1,51,-1,-1,15,14,-1,-1,-1,100,6,34,24,-1,3,66,-1,7,-1,7,0,6,77,-1,-1,100,-1,-1,-1,16,33,54,"NA","NA","13420","NA","NA","NJ","NA","NA"
"194",2021-12-31,"City","NJ New Jersey","3413420 CLEMENTON BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CLEMENTON BOROUGH","3413420",81,81,65,100,6,2,1.7,112,361,891,14825,8604,6,22,39,11,22,17,-1,82,20,95,83,-1,28,74,28,53,94,39,-1,49,26,25,-1,72,63,-1,-1,28,5,5,-1,9,0,188,129,97,120,52,37,11,15,16,33,54,"NA","NA","13420","NA","NA","NJ","NA","NA"
"195",2021-12-31,"City","NJ New Jersey","3413570 CLIFFSIDE PARK BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CLIFFSIDE PARK BOROUGH","3413570",753,98,751,100,7,7,1.5,1100,395,790,16932,11560,2,22,36,13,27,12,0,86,20,97,83,1,7,66,8,46,21,21,-1,10,15,75,14,49,1,-1,18,51,1,28,1,30,0,20,107,51,71,78,18,5,6,11,47,24,"NA","NA","13570","NA","NA","NJ","NA","NA"
"196",2021-12-31,"City","NJ New Jersey","3413570 CLIFFSIDE PARK BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CLIFFSIDE PARK BOROUGH","3413570",752,98,750,100,7,7,1.5,1099,395,789,16941,11561,2,22,36,13,27,12,0,86,21,97,83,1,7,66,8,46,21,21,-1,10,15,75,14,49,1,-1,18,51,1,28,1,30,0,20,107,51,72,78,18,5,6,11,47,24,"NA","NA","13570","NA","NA","NJ","NA","NA"
"197",2021-12-31,"City","NJ New Jersey","3413570 CLIFFSIDE PARK BOROUGH",8,"Project Based Section 8",5,"NA","NJ CLIFFSIDE PARK BOROUGH","3413570",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13570","NA","NA","NJ","NA","NA"
"198",2021-12-31,"City","NJ New Jersey","3413630 CLIFFWOOD BEACH CDP",8,"Summary of All HUD Programs",1,"NA","NJ CLIFFWOOD BEACH CDP","3413630",5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13630","NA","NA","NJ","NA","NA"
"199",2021-12-31,"City","NJ New Jersey","3413630 CLIFFWOOD BEACH CDP",8,"Housing Choice Vouchers",3,"NA","NJ CLIFFWOOD BEACH CDP","3413630",5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13630","NA","NA","NJ","NA","NA"
"200",2021-12-31,"City","NJ New Jersey","3413690 CLIFTON CITY",8,"Summary of All HUD Programs",1,"NA","NJ CLIFTON CITY","3413690",838,91,772,100,7,10,1.4,1107,398,930,17573,12255,3,16,34,16,31,12,0,87,22,97,80,1,10,70,9,28,19,18,0,14,14,72,13,56,11,0,2,38,1,39,3,43,0,36,105,85,72,75,19,6,5,12,54,31,"NA","NA","13690","NA","NA","NJ","NA","NA"
"201",2021-12-31,"City","NJ New Jersey","3413690 CLIFTON CITY",8,"Housing Choice Vouchers",3,"NA","NJ CLIFTON CITY","3413690",404,87,360,100,7,9,1.8,654,461,1001,18731,10310,5,16,30,13,35,24,1,75,22,96,77,1,21,84,20,24,45,22,1,28,28,44,2,77,19,0,1,23,1,56,-1,57,0,36,130,93,94,48,39,13,11,12,56,32,"NA","NA","13690","NA","NA","NJ","NA","NA"
"202",2021-12-31,"City","NJ New Jersey","3413690 CLIFTON CITY",8,"Project Based Section 8",5,"NA","NJ CLIFTON CITY","3413690",430,95,408,100,6,11,1.1,449,344,875,16625,15107,1,16,36,18,28,1,-1,99,22,97,81,-1,-1,58,-1,100,9,11,-1,1,1,98,23,38,3,-1,3,51,1,25,7,32,0,-1,82,79,48,98,2,-1,-1,12,52,30,"NA","NA","13690","NA","NA","NJ","NA","NA"
"203",2021-12-31,"City","NJ New Jersey","3413690 CLIFTON CITY",8,"811/PRAC",9,"NA","NJ CLIFTON CITY","3413690",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13690","NA","NA","NJ","NA","NA"
"204",2021-12-31,"City","NJ New Jersey","3413720 CLINTON TOWN",8,"Summary of All HUD Programs",1,"NA","NJ CLINTON TOWN","3413720",16,88,15,100,6,-1,1.1,17,275,1058,11477,10127,8,38,15,23,15,13,7,67,13,100,93,-1,13,60,13,62,50,59,-1,40,47,13,7,27,13,-1,7,73,7,-1,-1,7,0,-1,148,100,103,80,20,-1,13,5,15,57,"NA","NA","13720","NA","NA","NJ","NA","NA"
"205",2021-12-31,"City","NJ New Jersey","3413720 CLINTON TOWN",8,"Housing Choice Vouchers",3,"NA","NJ CLINTON TOWN","3413720",16,88,15,100,6,-1,1.1,17,275,1058,11477,10127,8,38,15,23,15,13,7,67,13,100,93,-1,13,60,13,62,50,59,-1,40,47,13,7,27,13,-1,7,73,7,-1,-1,7,0,-1,148,100,103,80,20,-1,13,5,15,57,"NA","NA","13720","NA","NA","NJ","NA","NA"
"206",2021-12-31,"City","NJ New Jersey","3413810 CLOSTER BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CLOSTER BOROUGH","3413810",25,92,24,100,6,8,1.4,34,346,594,13803,9743,4,17,35,35,9,4,-1,88,17,100,100,4,8,33,4,72,100,56,-1,38,38,25,-1,25,4,-1,4,75,-1,13,4,17,0,-1,147,25,140,79,13,8,4,3,38,86,"NA","NA","13810","NA","NA","NJ","NA","NA"
"207",2021-12-31,"City","NJ New Jersey","3413810 CLOSTER BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CLOSTER BOROUGH","3413810",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","13810","NA","NA","NJ","NA","NA"
"208",2021-12-31,"City","NJ New Jersey","3413810 CLOSTER BOROUGH",8,"811/PRAC",9,"NA","NJ CLOSTER BOROUGH","3413810",19,92,18,100,6,6,1,18,357,413,14755,14755,-1,11,44,44,-1,-1,-1,100,19,100,100,-1,-1,22,-1,100,100,100,-1,33,33,33,-1,17,-1,-1,-1,83,-1,11,6,17,0,-1,158,-1,-1,100,-1,-1,-1,3,37,86,"NA","NA","13810","NA","NA","NJ","NA","NA"
"209",2021-12-31,"City","NJ New Jersey","3414260 COLLINGSWOOD BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ COLLINGSWOOD BOROUGH","3414260",161,97,159,100,7,7,1.3,213,416,624,17784,13275,3,22,23,21,32,9,2,89,25,95,70,1,8,74,9,61,30,31,-1,14,17,69,5,34,23,-1,-1,66,1,10,1,11,1,20,107,29,90,82,13,5,4,8,22,34,"NA","NA","14260","NA","NA","NJ","NA","NA"
"210",2021-12-31,"City","NJ New Jersey","3414260 COLLINGSWOOD BOROUGH",8,"Public Housing",2,"NA","NJ COLLINGSWOOD BOROUGH","3414260",95,99,94,100,7,12,1,97,399,386,19147,18555,-1,14,22,28,36,3,1,96,29,94,63,-1,-1,69,-1,100,10,20,-1,2,10,88,7,6,4,-1,-1,94,-1,2,-1,2,0,20,99,-1,-1,100,-1,-1,-1,4,13,39,"NA","NA","14260","NA","NA","NJ","NA","NA"
"211",2021-12-31,"City","NJ New Jersey","3414260 COLLINGSWOOD BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ COLLINGSWOOD BOROUGH","3414260",66,95,65,100,7,-1,1.8,116,439,981,15812,8860,6,33,25,11,25,17,3,78,21,97,82,2,20,82,22,50,93,41,-1,31,28,42,2,74,49,-1,-1,26,2,22,2,25,2,-1,120,71,90,57,31,12,11,14,35,27,"NA","NA","14260","NA","NA","NJ","NA","NA"
"212",2021-12-31,"City","NJ New Jersey","3414380 COLONIA CDP",8,"Summary of All HUD Programs",1,"NA","NJ COLONIA CDP","3414380",97,99,101,100,7,10,1.4,144,407,853,17477,12258,3,19,30,16,32,9,-1,87,19,99,82,3,8,73,10,48,19,22,-1,16,15,69,9,56,27,-1,10,44,-1,20,-1,20,0,32,69,99,57,87,3,10,3,2,27,90,"NA","NA","14380","NA","NA","NJ","NA","NA"
"213",2021-12-31,"City","NJ New Jersey","3414380 COLONIA CDP",8,"Housing Choice Vouchers",3,"NA","NJ COLONIA CDP","3414380",96,99,100,100,7,10,1.4,143,407,851,17466,12214,3,19,30,16,32,9,-1,87,19,99,82,3,8,73,10,48,19,22,-1,16,15,69,9,56,26,-1,10,44,-1,20,-1,20,0,32,68,100,57,87,3,10,3,2,27,90,"NA","NA","14380","NA","NA","NJ","NA","NA"
"214",2021-12-31,"City","NJ New Jersey","3414380 COLONIA CDP",8,"Project Based Section 8",5,"NA","NJ COLONIA CDP","3414380",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","14380","NA","NA","NJ","NA","NA"
"215",2021-12-31,"City","NJ New Jersey","3414590 COLUMBIA CDP",8,"Summary of All HUD Programs",1,"NA","NJ COLUMBIA CDP","3414590",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","14590","NA","NA","NJ","NA","NA"
"216",2021-12-31,"City","NJ New Jersey","3414590 COLUMBIA CDP",8,"Housing Choice Vouchers",3,"NA","NJ COLUMBIA CDP","3414590",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","14590","NA","NA","NJ","NA","NA"
"217",2021-12-31,"City","NJ New Jersey","3414758 CONCORDIA CDP",8,"Summary of All HUD Programs",1,"NA","NJ CONCORDIA CDP","3414758",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","14758","NA","NA","NJ","NA","NA"
"218",2021-12-31,"City","NJ New Jersey","3414758 CONCORDIA CDP",8,"Housing Choice Vouchers",3,"NA","NJ CONCORDIA CDP","3414758",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","14758","NA","NA","NJ","NA","NA"
"219",2021-12-31,"City","NJ New Jersey","3415250 COUNTRY LAKE ESTATES CDP",8,"Summary of All HUD Programs",1,"NA","NJ COUNTRY LAKE ESTATES CDP","3415250",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15250","NA","NA","NJ","NA","NA"
"220",2021-12-31,"City","NJ New Jersey","3415250 COUNTRY LAKE ESTATES CDP",8,"Housing Choice Vouchers",3,"NA","NJ COUNTRY LAKE ESTATES CDP","3415250",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15250","NA","NA","NJ","NA","NA"
"221",2021-12-31,"City","NJ New Jersey","3415520 CRANBURY CDP",8,"Summary of All HUD Programs",1,"NA","NJ CRANBURY CDP","3415520",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15520","NA","NA","NJ","NA","NA"
"222",2021-12-31,"City","NJ New Jersey","3415520 CRANBURY CDP",8,"Housing Choice Vouchers",3,"NA","NJ CRANBURY CDP","3415520",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15520","NA","NA","NJ","NA","NA"
"223",2021-12-31,"City","NJ New Jersey","3415520 CRANBURY CDP",8,"811/PRAC",9,"NA","NJ CRANBURY CDP","3415520",0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15520","NA","NA","NJ","NA","NA"
"224",2021-12-31,"City","NJ New Jersey","3415610 CRANDON LAKES CDP (PART)",8,"Summary of All HUD Programs",1,"NA","NJ CRANDON LAKES CDP (PART)","3415610",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15610","NA","NA","NJ","NA","NA"
"225",2021-12-31,"City","NJ New Jersey","3415610 CRANDON LAKES CDP (PART)",8,"Housing Choice Vouchers",3,"NA","NJ CRANDON LAKES CDP (PART)","3415610",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","15610","NA","NA","NJ","NA","NA"
"226",2021-12-31,"City","NJ New Jersey","3415820 CRESSKILL BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ CRESSKILL BOROUGH","3415820",15,94,14,100,8,-1,3.4,47,493,1076,20735,6176,8,8,-1,38,46,36,-1,57,22,93,79,-1,50,86,50,18,67,13,-1,50,29,21,-1,50,29,-1,-1,50,-1,21,-1,21,0,-1,108,93,182,29,29,43,7,3,36,79,"NA","NA","15820","NA","NA","NJ","NA","NA"
"227",2021-12-31,"City","NJ New Jersey","3415820 CRESSKILL BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ CRESSKILL BOROUGH","3415820",15,94,14,100,8,-1,3.4,47,493,1076,20735,6176,8,8,-1,38,46,36,-1,57,22,93,79,-1,50,86,50,18,67,13,-1,50,29,21,-1,50,29,-1,-1,50,-1,21,-1,21,0,-1,108,93,182,29,29,43,7,3,36,79,"NA","NA","15820","NA","NA","NJ","NA","NA"
"228",2021-12-31,"City","NJ New Jersey","3415910 CRESTWOOD VILLAGE CDP",8,"Summary of All HUD Programs",1,"NA","NJ CRESTWOOD VILLAGE CDP","3415910",21,95,21,100,7,5,1.3,28,400,1023,16023,12017,-1,14,52,14,19,19,-1,81,19,100,86,-1,5,71,5,63,77,61,5,5,29,62,-1,14,5,-1,5,86,-1,5,-1,5,5,30,194,100,190,33,52,14,52,10,7,24,"NA","NA","15910","NA","NA","NJ","NA","NA"
"229",2021-12-31,"City","NJ New Jersey","3415910 CRESTWOOD VILLAGE CDP",8,"Housing Choice Vouchers",3,"NA","NJ CRESTWOOD VILLAGE CDP","3415910",21,95,21,100,7,5,1.3,28,400,1023,16023,12017,-1,14,52,14,19,19,-1,81,19,100,86,-1,5,71,5,63,77,61,5,5,29,62,-1,14,5,-1,5,86,-1,5,-1,5,5,30,194,100,190,33,52,14,52,10,7,24,"NA","NA","15910","NA","NA","NJ","NA","NA"
"230",2021-12-31,"City","NJ New Jersey","3416630 DAYTON CDP",8,"Summary of All HUD Programs",1,"NA","NJ DAYTON CDP","3416630",17,95,20,100,5,-1,2.3,46,548,1417,21324,9271,11,11,16,26,37,35,-1,60,21,90,75,-1,45,80,45,15,57,13,-1,55,10,35,-1,90,85,5,-1,10,-1,-1,-1,0,0,-1,143,90,161,40,40,20,5,1,62,33,"NA","NA","16630","NA","NA","NJ","NA","NA"
"231",2021-12-31,"City","NJ New Jersey","3416630 DAYTON CDP",8,"Housing Choice Vouchers",3,"NA","NJ DAYTON CDP","3416630",15,94,18,100,5,-1,2.4,44,577,1429,22234,9096,12,12,6,29,41,39,-1,56,22,89,72,-1,50,89,50,15,80,14,-1,61,11,28,-1,89,83,6,-1,11,-1,-1,-1,0,0,-1,157,100,161,33,44,22,6,1,62,33,"NA","NA","16630","NA","NA","NJ","NA","NA"
"232",2021-12-31,"City","NJ New Jersey","3416630 DAYTON CDP",8,"Project Based Section 8",5,"NA","NJ DAYTON CDP","3416630",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","16630","NA","NA","NJ","NA","NA"
"233",2021-12-31,"City","NJ New Jersey","3416660 DEAL BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ DEAL BOROUGH","3416660",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","16660","NA","NA","NJ","NA","NA"
"234",2021-12-31,"City","NJ New Jersey","3416660 DEAL BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ DEAL BOROUGH","3416660",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","16660","NA","NA","NJ","NA","NA"
"235",2021-12-31,"City","NJ New Jersey","3417200 DELAWARE CDP",8,"Summary of All HUD Programs",1,"NA","NJ DELAWARE CDP","3417200",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","17200","NA","NA","NJ","NA","NA"
