Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-22,City,NJ New Jersey,3412580 CHESTER BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CHESTER BOROUGH,3412580,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,12580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3412580 CHESTER BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CHESTER BOROUGH,3412580,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,12580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413360 CLAYTON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CLAYTON BOROUGH,3413360,219,75,166,100,7,5,1.9,315,445,913,18155,9568,5,12,33,16,34,15,1,83,23,96,75,1,35,78,34,52,80,40,1,41,22,36,4,64,52,1,-1,36,1,10,1,11,0,28,95,91,121,48,28,23,13,10,28,80,NA,NA,13360,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413360 CLAYTON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CLAYTON BOROUGH,3413360,219,75,166,100,7,5,1.9,315,445,913,18155,9568,5,12,33,16,34,15,1,83,23,96,75,1,35,78,34,52,80,40,1,41,22,36,4,64,52,1,-1,36,1,10,1,11,0,28,95,91,121,48,28,23,13,10,28,80,NA,NA,13360,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413399 CLEARBROOK PARK CDP,8,Summary of All HUD Programs,1,NA,NJ CLEARBROOK PARK CDP,3413399,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13399,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413399 CLEARBROOK PARK CDP,8,Housing Choice Vouchers,3,NA,NJ CLEARBROOK PARK CDP,3413399,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13399,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413420 CLEMENTON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CLEMENTON BOROUGH,3413420,150,85,126,99,7,8,1.4,175,356,722,15279,11001,1,13,47,18,21,7,1,87,20,97,83,-1,13,64,13,55,32,30,-1,21,12,67,6,51,42,-1,1,49,2,6,-1,8,0,12,105,46,122,77,17,6,8,16,33,54,NA,NA,13420,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413420 CLEMENTON BOROUGH,8,Public Housing,2,NA,NJ CLEMENTON BOROUGH,3413420,70,94,66,100,7,14,1.1,70,356,502,16279,15349,-1,14,42,21,23,5,-1,95,23,95,79,-1,-1,52,-1,-1,17,16,-1,-1,-1,100,11,33,26,-1,2,67,-1,6,-1,6,0,10,77,-1,-1,100,-1,-1,-1,16,33,54,NA,NA,13420,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413420 CLEMENTON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CLEMENTON BOROUGH,3413420,80,77,60,98,8,2,1.8,105,355,958,14179,8102,2,13,53,13,19,10,2,77,18,98,87,-1,28,78,28,55,89,40,-1,45,25,30,-1,70,60,-1,-1,30,5,5,-1,10,0,34,136,97,122,52,35,13,17,16,33,54,NA,NA,13420,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413570 CLIFFSIDE PARK BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CLIFFSIDE PARK BOROUGH,3413570,753,98,738,100,7,6,1.5,1071,416,793,17776,12249,2,11,43,15,29,15,0,83,20,97,85,1,7,65,7,47,22,22,0,10,14,75,14,51,2,-1,19,49,1,28,0,29,0,18,111,50,62,79,17,4,5,11,47,24,NA,NA,13570,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413570 CLIFFSIDE PARK BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CLIFFSIDE PARK BOROUGH,3413570,752,98,737,100,7,6,1.5,1070,416,791,17787,12251,2,11,43,15,29,15,0,83,20,97,85,1,7,65,7,47,22,22,0,10,14,75,14,50,2,-1,19,50,1,28,0,29,0,18,111,50,63,79,17,4,5,11,47,24,NA,NA,13570,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413570 CLIFFSIDE PARK BOROUGH,8,Project Based Section 8,5,NA,NJ CLIFFSIDE PARK BOROUGH,3413570,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13570,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413630 CLIFFWOOD BEACH CDP,8,Summary of All HUD Programs,1,NA,NJ CLIFFWOOD BEACH CDP,3413630,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13630,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413630 CLIFFWOOD BEACH CDP,8,Housing Choice Vouchers,3,NA,NJ CLIFFWOOD BEACH CDP,3413630,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13630,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413690 CLIFTON CITY,8,Summary of All HUD Programs,1,NA,NJ CLIFTON CITY,3413690,848,90,784,100,7,11,1.4,1125,409,1001,17908,12480,3,9,42,14,32,15,1,84,20,98,84,1,10,69,9,26,19,17,0,13,14,73,12,60,12,0,2,33,1,41,4,46,0,19,103,84,73,75,18,6,5,11,54,31,NA,NA,13690,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413690 CLIFTON CITY,8,Housing Choice Vouchers,3,NA,NJ CLIFTON CITY,3413690,412,84,362,100,7,7,1.8,660,468,1081,19236,10551,5,7,40,12,36,31,1,67,21,97,81,1,21,85,20,21,45,22,0,26,28,45,2,81,20,0,1,19,1,58,-1,59,1,19,131,92,96,48,38,14,12,11,55,32,NA,NA,13690,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413690 CLIFTON CITY,8,Project Based Section 8,5,NA,NJ CLIFTON CITY,3413690,431,95,417,100,6,15,1.1,460,360,939,16837,15263,1,10,44,17,28,2,-1,98,20,99,86,-1,-1,56,-1,90,8,10,-1,1,1,98,20,42,4,-1,3,45,1,27,7,35,0,-1,79,79,50,99,1,-1,-1,12,52,31,NA,NA,13690,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413690 CLIFTON CITY,8,811/PRAC,9,NA,NJ CLIFTON CITY,3413690,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,13690,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413720 CLINTON TOWN,8,Summary of All HUD Programs,1,NA,NJ CLINTON TOWN,3413720,14,86,13,100,6,-1,1.2,16,357,1112,14831,12050,-1,8,33,17,42,15,8,69,15,100,100,-1,8,62,8,67,100,63,-1,38,54,8,-1,31,15,-1,8,69,8,-1,-1,8,0,-1,137,100,104,77,23,-1,8,5,15,57,NA,NA,13720,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413720 CLINTON TOWN,8,Housing Choice Vouchers,3,NA,NJ CLINTON TOWN,3413720,14,86,13,100,6,-1,1.2,16,357,1112,14831,12050,-1,8,33,17,42,15,8,69,15,100,100,-1,8,62,8,67,100,63,-1,38,54,8,-1,31,15,-1,8,69,8,-1,-1,8,0,-1,137,100,104,77,23,-1,8,5,15,57,NA,NA,13720,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413810 CLOSTER BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CLOSTER BOROUGH,3413810,33,93,29,95,7,17,2.2,64,425,716,17301,7839,7,3,28,31,31,17,-1,79,18,100,100,3,24,45,21,55,100,31,-1,45,31,24,-1,41,10,-1,3,59,-1,24,3,28,0,18,129,45,180,62,14,24,3,3,38,87,NA,NA,13810,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413810 CLOSTER BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CLOSTER BOROUGH,3413810,14,94,13,100,7,31,3.7,48,480,1125,19292,5225,15,-1,15,15,54,38,-1,54,16,100,100,8,54,77,46,17,100,8,-1,69,23,8,-1,69,23,-1,8,31,-1,38,-1,38,0,18,88,100,180,15,31,54,8,3,39,88,NA,NA,13810,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3413810 CLOSTER BOROUGH,8,811/PRAC,9,NA,NJ CLOSTER BOROUGH,3413810,19,92,16,91,7,6,1.0,16,381,414,15683,15683,-1,6,38,44,13,-1,-1,100,19,100,100,-1,-1,19,-1,100,100,100,-1,25,38,38,-1,19,-1,-1,-1,81,-1,13,6,19,0,-1,162,-1,-1,100,-1,-1,-1,3,37,86,NA,NA,13810,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414260 COLLINGSWOOD BOROUGH,8,Summary of All HUD Programs,1,NA,NJ COLLINGSWOOD BOROUGH,3414260,149,97,143,99,7,6,1.3,187,460,590,20136,15398,1,9,31,20,39,10,1,89,27,92,69,-1,8,78,8,68,24,29,-1,11,17,72,3,30,21,-1,-1,70,1,8,1,9,1,16,108,25,101,84,12,4,3,7,21,35,NA,NA,14260,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414260 COLLINGSWOOD BOROUGH,8,Public Housing,2,NA,NJ COLLINGSWOOD BOROUGH,3414260,95,100,95,100,6,9,1.0,98,405,368,19993,19381,-1,5,31,26,38,3,1,96,28,93,68,-1,-1,74,-1,100,7,18,-1,2,11,87,5,7,5,-1,-1,93,-1,2,-1,2,0,16,95,-1,-1,100,-1,-1,-1,4,13,39,NA,NA,14260,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414260 COLLINGSWOOD BOROUGH,8,Housing Choice Vouchers,3,NA,NJ COLLINGSWOOD BOROUGH,3414260,54,93,48,97,10,-1,1.9,89,569,1015,20419,11012,2,17,31,8,42,23,2,75,26,90,69,-1,23,85,23,54,95,40,-1,29,29,42,-1,75,52,-1,-1,25,2,19,2,23,2,-1,134,75,101,52,35,13,10,14,35,27,NA,NA,14260,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414380 COLONIA CDP,8,Summary of All HUD Programs,1,NA,NJ COLONIA CDP,3414380,104,96,101,100,5,9,1.5,148,446,831,19521,13322,5,9,28,20,38,13,1,84,19,99,81,2,11,70,11,40,21,21,-1,17,13,70,9,57,29,-1,10,43,-1,19,-1,19,0,97,75,99,60,86,3,11,2,2,27,90,NA,NA,14380,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414380 COLONIA CDP,8,Housing Choice Vouchers,3,NA,NJ COLONIA CDP,3414380,103,96,100,100,6,9,1.5,147,446,829,19519,13278,5,9,28,19,38,13,1,84,19,99,81,2,11,70,11,40,21,21,-1,17,13,70,9,57,28,-1,10,43,-1,19,-1,19,0,97,73,100,60,86,3,11,2,2,27,90,NA,NA,14380,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414380 COLONIA CDP,8,Project Based Section 8,5,NA,NJ COLONIA CDP,3414380,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,14380,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414590 COLUMBIA CDP,8,Summary of All HUD Programs,1,NA,NJ COLUMBIA CDP,3414590,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,14590,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414590 COLUMBIA CDP,8,Housing Choice Vouchers,3,NA,NJ COLUMBIA CDP,3414590,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,14590,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414758 CONCORDIA CDP,8,Summary of All HUD Programs,1,NA,NJ CONCORDIA CDP,3414758,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,14758,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3414758 CONCORDIA CDP,8,Housing Choice Vouchers,3,NA,NJ CONCORDIA CDP,3414758,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,14758,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415250 COUNTRY LAKE ESTATES CDP,8,Summary of All HUD Programs,1,NA,NJ COUNTRY LAKE ESTATES CDP,3415250,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15250,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415250 COUNTRY LAKE ESTATES CDP,8,Housing Choice Vouchers,3,NA,NJ COUNTRY LAKE ESTATES CDP,3415250,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15250,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415520 CRANBURY CDP,8,Summary of All HUD Programs,1,NA,NJ CRANBURY CDP,3415520,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15520,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415520 CRANBURY CDP,8,Housing Choice Vouchers,3,NA,NJ CRANBURY CDP,3415520,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15520,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415520 CRANBURY CDP,8,811/PRAC,9,NA,NJ CRANBURY CDP,3415520,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15520,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415610 CRANDON LAKES CDP (PART),8,Summary of All HUD Programs,1,NA,NJ CRANDON LAKES CDP (PART),3415610,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15610,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415610 CRANDON LAKES CDP (PART),8,Housing Choice Vouchers,3,NA,NJ CRANDON LAKES CDP (PART),3415610,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,15610,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415820 CRESSKILL BOROUGH,8,Summary of All HUD Programs,1,NA,NJ CRESSKILL BOROUGH,3415820,17,94,16,100,6,6,3.7,59,469,1132,19193,5205,-1,19,19,25,38,38,13,50,18,100,88,-1,75,100,75,14,50,8,6,69,13,13,-1,63,31,-1,-1,38,6,25,-1,31,6,37,103,94,158,6,38,56,19,3,36,79,NA,NA,15820,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415820 CRESSKILL BOROUGH,8,Housing Choice Vouchers,3,NA,NJ CRESSKILL BOROUGH,3415820,17,94,16,100,6,6,3.7,59,469,1132,19193,5205,-1,19,19,25,38,38,13,50,18,100,88,-1,75,100,75,14,50,8,6,69,13,13,-1,63,31,-1,-1,38,6,25,-1,31,6,37,103,94,158,6,38,56,19,3,36,79,NA,NA,15820,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415910 CRESTWOOD VILLAGE CDP,8,Summary of All HUD Programs,1,NA,NJ CRESTWOOD VILLAGE CDP,3415910,16,94,15,97,10,7,1.5,22,489,1040,19435,13251,-1,-1,67,7,27,20,-1,80,22,93,73,-1,7,73,7,25,73,50,-1,7,20,73,-1,13,-1,-1,7,87,-1,7,-1,7,7,30,181,100,168,33,53,13,47,10,7,23,NA,NA,15910,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3415910 CRESTWOOD VILLAGE CDP,8,Housing Choice Vouchers,3,NA,NJ CRESTWOOD VILLAGE CDP,3415910,16,94,15,97,10,7,1.5,22,489,1040,19435,13251,-1,-1,67,7,27,20,-1,80,22,93,73,-1,7,73,7,25,73,50,-1,7,20,73,-1,13,-1,-1,7,87,-1,7,-1,7,7,30,181,100,168,33,53,13,47,10,7,23,NA,NA,15910,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3416630 DAYTON CDP,8,Summary of All HUD Programs,1,NA,NJ DAYTON CDP,3416630,14,92,17,100,6,-1,2.3,39,669,1604,23909,10422,-1,6,13,31,50,41,-1,53,22,94,76,-1,29,82,29,17,60,13,-1,59,12,29,-1,94,94,-1,-1,6,-1,-1,-1,0,0,-1,142,94,162,35,47,18,-1,1,62,33,NA,NA,16630,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3416630 DAYTON CDP,8,Housing Choice Vouchers,3,NA,NJ DAYTON CDP,3416630,13,92,16,100,6,-1,2.4,38,692,1623,24529,10328,-1,7,7,33,53,44,-1,50,23,94,75,-1,31,88,31,17,75,13,-1,63,13,25,-1,94,94,-1,-1,6,-1,-1,-1,0,0,-1,149,100,162,31,50,19,-1,1,62,33,NA,NA,16630,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3416630 DAYTON CDP,8,Project Based Section 8,5,NA,NJ DAYTON CDP,3416630,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,16630,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417200 DELAWARE CDP,8,Summary of All HUD Programs,1,NA,NJ DELAWARE CDP,3417200,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17200,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417200 DELAWARE CDP,8,Housing Choice Vouchers,3,NA,NJ DELAWARE CDP,3417200,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17200,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417260 DELAWARE PARK CDP,8,Summary of All HUD Programs,1,NA,NJ DELAWARE PARK CDP,3417260,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17260,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417260 DELAWARE PARK CDP,8,Housing Choice Vouchers,3,NA,NJ DELAWARE PARK CDP,3417260,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17260,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417530 DEMAREST BOROUGH,8,Summary of All HUD Programs,1,NA,NJ DEMAREST BOROUGH,3417530,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17530,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3417530 DEMAREST BOROUGH,8,Housing Choice Vouchers,3,NA,NJ DEMAREST BOROUGH,3417530,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,17530,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3418070 DOVER TOWN,8,Summary of All HUD Programs,1,NA,NJ DOVER TOWN,3418070,426,97,390,95,5,9,1.3,508,392,869,16693,12815,3,9,43,17,27,13,1,85,20,99,85,1,6,69,6,53,20,23,-1,11,14,75,9,74,11,-1,1,25,3,45,14,62,1,39,111,84,91,71,25,4,17,11,77,46,NA,NA,18070,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3418070 DOVER TOWN,8,Public Housing,2,NA,NJ DOVER TOWN,3418070,59,95,56,100,2,13,1.1,62,345,577,14945,13499,-1,7,55,16,22,11,-1,88,18,98,91,-1,-1,68,-1,-1,21,21,-1,-1,-1,100,9,77,4,-1,-1,23,13,59,2,73,0,59,88,-1,-1,100,-1,-1,-1,7,81,57,NA,NA,18070,NA,NA,NJ,NA,NA
